"filename", "language", "CSS", "XML", "JSON", "HTML", "JavaScript", "Markdown", "comment", "blank", "total"
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/product-template/image/image.js", "JavaScript", 0, 0, 0, 0, 56, 0, 8, 12, 76
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/product-template/product-template.js", "JavaScript", 0, 0, 0, 0, 14, 0, 1, 6, 21
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/product-template/tabs/tabs.js", "JavaScript", 0, 0, 0, 0, 15, 0, 2, 6, 23
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/start-page/5.change-color-section.js", "JavaScript", 0, 0, 0, 0, 84, 0, 22, 30, 136
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/start-page/index.js", "JavaScript", 0, 0, 0, 0, 4, 0, 0, 1, 5
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/start-page/partner-section.js", "JavaScript", 0, 0, 0, 0, 38, 0, 10, 12, 60
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/scripts/start-page/slider-popular-product.js", "JavaScript", 0, 0, 0, 0, 134, 0, 18, 36, 188
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/styles/global.css", "CSS", 66, 0, 0, 0, 0, 0, 0, 10, 76
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/styles/styles.css", "CSS", 111, 0, 0, 0, 0, 0, 0, 20, 131
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/styles/variables.css", "CSS", 19, 0, 0, 0, 0, 0, 0, 4, 23
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/vendor/fonts.css", "CSS", 16, 0, 0, 0, 0, 0, 0, 2, 18
"/Users/mazalov/Desktop/ПрагматикаЮГ/PragmaticUg/src/vendor/normalize.css", "CSS", 146, 0, 0, 0, 0, 0, 131, 75, 352
"Total", "-", 1994, 47, 1021, 4511, 631, 149, 379, 915, 9647
